repo_name,all_commit,one_file,c_language,is_opt_keyword,has_file,has_file_with_func,one_func,one_func_deduplicate,is_opt_llm,is_opt_final
ANTIRTOS,112,94,15,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ANTs,5088,3366,1850,73,72,72,5,5,5,1
AP-AMS,91,62,15,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
APCLdr,6,4,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
APDS-9960_RGB_and_Gesture_Sensor,66,17,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
API-Examples,1528,568,40,4,4,4,3,3,3,0
APIsWithLua,213,87,14,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
APKKiller,79,51,18,1,1,1,0,文件不存在,文件不存在,文件不存在
APSI,100,48,7,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
APStreamline,525,165,121,3,3,3,2,2,2,0
APT-Individual-Combat-Guide,466,224,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
APT38-0day-Stealer,15,14,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
APT_Step_Bear_Inject,3,1,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
APatch_kpm,113,44,24,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AQ,50,30,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AR-Depth-cpp,7,4,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AR-VR-Guide,78,78,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AR488,364,221,16,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ARC-solution,8,2,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ARCUS,63,34,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ARDUINO,126,30,8,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ARIAC,1546,1120,18,1,1,1,1,1,1,0
ARK,3211,963,318,1,1,1,1,1,1,0
ARK-4,3480,1802,1003,41,41,41,24,24,24,1
ARM-Linux-Study,56,16,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ARM-VO,82,59,26,1,1,1,1,1,1,1
ARM_NEON_2_x86_SSE,77,66,53,5,5,5,0,文件不存在,文件不存在,文件不存在
AROMA-Installer,57,7,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AROS,47018,29419,20081,421,415,415,99,99,99,36
ARRCON,472,325,66,4,4,4,2,2,2,0
ARTSynchronized,15,7,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ARTful,24,16,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AS,144,90,30,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AS5600,46,13,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AS5600Knob,13,10,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ASAP,615,234,84,3,1,1,1,1,1,0
ASCIIpOrtal,111,45,18,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ASL,246,74,23,1,1,1,0,文件不存在,文件不存在,文件不存在
ASPiK,42,7,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ASR_Course,43,28,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ASRenum-BOF,4,3,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ASSAO,27,12,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ASTER,499,297,150,1,1,1,0,文件不存在,0,0
ATC_MiThermometer,258,215,35,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ATC_TLSR_Paper,82,35,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ATCwatch,159,120,36,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ATEM_tally_light_with_ESP8266,148,110,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ATTiny10IDE,143,41,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ATTinyCore,1789,1279,370,14,14,14,9,9,9,8
ATX4VC,231,74,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ATmega-Soldering-Station,159,91,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ATmega-Transistor-Tester,9,5,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ATtiny13-TinyOLEDdemo,70,45,14,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ATtiny13-TinyUPS,41,24,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AUBOi5-D435-ROS-DOPE,36,22,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AUPK,6,3,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AURIX_code_examples,37,6,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AUTO,68,67,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AUTO-EARN,29,13,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AUnit,475,206,50,1,1,1,0,文件不存在,文件不存在,文件不存在
AV-Bypass-Learning,8,2,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AVClip,45,7,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AVData,15,11,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AVEditor,32,6,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AVFFmpegLib,9,1,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AVIFQuickLook,21,7,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AVKiller,6,6,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AVP-SLAM-PLUS,29,20,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AVR-FFT,20,7,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AVR-Guidance,204,188,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AVR-Programmer,64,23,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AVR-Programming,436,115,84,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AVR-UART-lib,270,136,94,6,5,5,0,文件不存在,文件不存在,文件不存在
AVR-projects,320,197,16,2,0,0,0,文件不存在,文件不存在,文件不存在
AVSample,37,5,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AVX-AVX2-Example-Code,27,6,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AWS-JPL-OSR-Challenge,12,4,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AWTRIX2.0-Controller,205,148,111,1,1,1,0,文件不存在,文件不存在,文件不存在
AXrLottie,122,79,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AbyssEngine,72,29,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AbyssEngineOld,262,100,23,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AccelStepper,16,8,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AccentColorizer,61,41,16,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Accera,120,40,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AceButton,536,228,22,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AceLdr,5,3,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AceRoutine,512,204,34,1,1,1,0,文件不存在,文件不存在,文件不存在
AceTheGame,2801,1430,45,2,2,2,1,1,1,0
Achain,286,184,64,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Acid,1395,114,32,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Acid.Cam.v2.OSX,3846,233,18,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AcidBox,182,121,18,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Ackerman-Car-ROS2,3,1,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AcrylicMenus,35,10,7,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ActionRPGGame,336,30,22,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ActionRPG_UE5,10,6,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ActionRoguelike,333,105,32,2,2,2,2,2,2,0
Actions-OpenWrt,241,77,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Active-SLAM-with-Cartographer,11,7,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AdAway,4614,3321,12,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
AdTree,174,117,36,2,2,2,1,1,1,0
AdaNeRF,10,7,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit-BMP085-Library,49,30,10,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit-Fingerprint-Sensor-Library,149,83,14,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit-GFX-Library,423,241,148,15,15,15,1,1,1,0
Adafruit-MAX31855-library,68,38,13,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit-MCP23017-Arduino-Library,98,63,26,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit-MLX90614-Library,54,33,10,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit-PCD8544-Nokia-5110-LCD-library,83,40,19,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit-PN532,124,79,29,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit-PWM-Servo-Driver-Library,154,105,41,1,1,1,1,1,1,1
Adafruit-RGB-LCD-Shield-Library,34,25,8,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit-Retrogame,64,25,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit-SSD1331-OLED-Driver-Library-for-Arduino,62,30,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit-SSD1351-library,81,51,18,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit-ST7735-Library,329,205,62,1,1,1,0,文件不存在,文件不存在,文件不存在
Adafruit-Thermal-Printer-Library,113,65,30,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit-VC0706-Serial-Camera-Library,38,20,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit-WS2801-Library,40,22,10,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit_ADS1X15,81,43,17,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit_ADXL345,61,41,11,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit_AHRS,71,42,7,1,1,1,0,文件不存在,文件不存在,文件不存在
Adafruit_BME280_Library,142,95,44,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit_BME680,99,59,19,1,1,1,1,1,1,0
Adafruit_BMP280_Library,147,106,52,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit_BNO055,210,143,70,3,3,3,3,3,3,0
Adafruit_BluefruitLE_nRF51,267,131,35,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit_BusIO,345,237,149,12,12,12,0,文件不存在,文件不存在,文件不存在
Adafruit_CircuitPlayground,223,120,37,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit_EPD,320,139,50,2,2,2,0,文件不存在,文件不存在,文件不存在
Adafruit_ESP8266,34,28,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit_FONA,215,115,43,1,1,1,1,1,1,1
Adafruit_Floppy,293,154,57,2,2,2,0,文件不存在,文件不存在,文件不存在
Adafruit_GPS,313,175,103,1,1,1,1,1,1,1
Adafruit_ILI9341,174,104,38,5,5,5,2,2,2,2
Adafruit_INA219,103,68,24,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit_IO_Arduino,688,340,141,1,1,1,0,文件不存在,文件不存在,文件不存在
Adafruit_LED_Backpack,156,94,42,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit_Learning_System_Guides,9203,5293,98,4,4,4,2,2,2,0
Adafruit_LiquidCrystal,47,30,7,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit_MPU6050,84,48,15,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit_MQTT_Library,397,237,92,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Adafruit_Motor_Shield_V2_Library,89,60,17,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
